Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
BugView: a tool for genome visualization and comparison.,/pubmed/17993670,Leader DP.,Methods Mol Biol. 2007;395:109-32.,Methods Mol Biol.  2007,PubMed,citation,PMID:17993670,pubmed,17993670,create date:2007/11/13 | first author:Leader DP
Algorithms for selecting breakpoint locations to optimize diversity in protein engineering by site-directed protein recombination.,/pubmed/17951810,"Zheng W, Ye X, Friedman AM, Bailey-Kellogg C.",Comput Syst Bioinformatics Conf. 2007;6:31-40.,Comput Syst Bioinformatics Conf.  2007,PubMed,citation,PMID:17951810,pubmed,17951810,create date:2007/10/24 | first author:Zheng W
Genetic programming and feature selection for classification of breast masses in mammograms.,/pubmed/17945751,"Nandi RJ, Nandi AK, Rangayyan R, Scutt D.",Conf Proc IEEE Eng Med Biol Soc. 2006;1:3021-4.,Conf Proc IEEE Eng Med Biol Soc.  2006,PubMed,citation,PMID:17945751,pubmed,17945751,create date:2007/10/20 | first author:Nandi RJ
ILSI's first international conference on nutrigenomics: opportunities in Asia.,/pubmed/17684418,Florentino RF.,Forum Nutr. 2007;60:224-241. doi: 10.1159/000107207. Review.,Forum Nutr.  2007,PubMed,citation,PMID:17684418,pubmed,17684418,create date:2007/08/09 | first author:Florentino RF
Technology insight: the application of proteomics in gastrointestinal disease.,/pubmed/17607293,"Din S, Lennon AM, Arnott ID, Hupp T, Satsangi J.",Nat Clin Pract Gastroenterol Hepatol. 2007 Jul;4(7):372-85. Review.,Nat Clin Pract Gastroenterol Hepatol.  2007,PubMed,citation,PMID:17607293,pubmed,17607293,create date:2007/07/04 | first author:Din S
From genomics to mechanistic insight: a global perspective on molecular deficits induced by environmental agents.,/pubmed/17567845,"Ramos KS, Steffen MC, Falahatpisheh MH, Nanez A.",Environ Mol Mutagen. 2007 Jun;48(5):395-9. Review.,Environ Mol Mutagen.  2007,PubMed,citation,PMID:17567845,pubmed,17567845,create date:2007/06/15 | first author:Ramos KS
Bio::NEXUS: a Perl API for the NEXUS format for comparative biological data.,/pubmed/17559666,"Hladish T, Gopalan V, Liang C, Qiu W, Yang P, Stoltzfus A.",BMC Bioinformatics. 2007 Jun 8;8:191.,BMC Bioinformatics.  2007,PubMed,citation,PMID:17559666 | PMCID:PMC1913543,pubmed,17559666,create date:2007/06/15 | first author:Hladish T
BMI-based stability and performance design for fuzzy-model-based control systems subject to parameter uncertainties.,/pubmed/17550107,"Lam HK, Seneviratne LD.",IEEE Trans Syst Man Cybern B Cybern. 2007 Jun;37(3):502-14.,IEEE Trans Syst Man Cybern B Cybern.  2007,PubMed,citation,PMID:17550107,pubmed,17550107,create date:2007/06/07 | first author:Lam HK
Multi-objective evolutionary optimization for constructing neural networks for virtual reality visual data mining: application to geophysical prospecting.,/pubmed/17532610,"Valdés JJ, Barton AJ.",Neural Netw. 2007 May;20(4):498-508. Epub 2007 May 3.,Neural Netw.  2007,PubMed,citation,PMID:17532610,pubmed,17532610,create date:2007/05/29 | first author:Valdés JJ
GeneTrail--advanced gene set enrichment analysis.,/pubmed/17526521,"Backes C, Keller A, Kuentzer J, Kneissl B, Comtesse N, Elnakady YA, Müller R, Meese E, Lenhof HP.",Nucleic Acids Res. 2007 Jul;35(Web Server issue):W186-92. Epub 2007 May 25.,Nucleic Acids Res.  2007,PubMed,citation,PMID:17526521 | PMCID:PMC1933132,pubmed,17526521,create date:2007/05/29 | first author:Backes C
"The federated database--a basis for biobank-based post-genome studies, integrating phenome and genome data from 600,000 twin pairs in Europe.",/pubmed/17487219,"Muilu J, Peltonen L, Litton JE.",Eur J Hum Genet. 2007 Jul;15(7):718-23. Epub 2007 May 9.,Eur J Hum Genet.  2007,PubMed,citation,PMID:17487219,pubmed,17487219,create date:2007/05/10 | first author:Muilu J
CARGO: a web portal to integrate customized biological information.,/pubmed/17483515,"Cases I, Pisano DG, Andres E, Carro A, Fernández JM, Gómez-López G, Rodriguez JM, Vera JF, Valencia A, Rojas AM.",Nucleic Acids Res. 2007 Jul;35(Web Server issue):W16-20. Epub 2007 May 5.,Nucleic Acids Res.  2007,PubMed,citation,PMID:17483515 | PMCID:PMC1933121,pubmed,17483515,create date:2007/05/08 | first author:Cases I
Feature selection and molecular classification of cancer using genetic programming.,/pubmed/17460773,"Yu J, Yu J, Almal AA, Dhanasekaran SM, Ghosh D, Worzel WP, Chinnaiyan AM.",Neoplasia. 2007 Apr;9(4):292-303.,Neoplasia.  2007,PubMed,citation,PMID:17460773 | PMCID:PMC1854845,pubmed,17460773,create date:2007/04/27 | first author:Yu J
Query-dependent banding (QDB) for faster RNA similarity searches.,/pubmed/17397253,"Nawrocki EP, Eddy SR.",PLoS Comput Biol. 2007 Mar 30;3(3):e56. Epub 2007 Feb 7.,PLoS Comput Biol.  2007,PubMed,citation,PMID:17397253 | PMCID:PMC1847999,pubmed,17397253,create date:2007/04/03 | first author:Nawrocki EP
MPP: a microarray-to-phylogeny pipeline for analysis of gene and marker content datasets.,/pubmed/17384430,"Davey R, Savva G, Dicks J, Roberts IN.",Bioinformatics. 2007 Apr 15;23(8):1023-5. Epub 2007 Mar 24.,Bioinformatics.  2007,PubMed,citation,PMID:17384430,pubmed,17384430,create date:2007/03/27 | first author:Davey R
Semantic Web Service provision: a realistic framework for Bioinformatics programmers.,/pubmed/17384428,"Gordon PM, Trinh Q, Sensen CW.",Bioinformatics. 2007 May 1;23(9):1178-80. Epub 2007 Mar 24.,Bioinformatics.  2007,PubMed,citation,PMID:17384428,pubmed,17384428,create date:2007/03/27 | first author:Gordon PM
[Methodology of analysis of molecular-genetic basis of the brain physiology--functional neurogenomics].,/pubmed/17370666,Dygalo NN.,Usp Fiziol Nauk. 2007 Jan-Mar;38(1):3-13. Review. Russian. ,Usp Fiziol Nauk.  2007,PubMed,citation,PMID:17370666,pubmed,17370666,create date:2007/03/21 | first author:Dygalo NN
Formulation of ELF magnetic fields' effects on malondialdehyde level and myeloperoxidase activity in kidney using genetic programming.,/pubmed/17240475,"Tohumoglu G, Canseven AG, Cevik A, Seyhan N.",Comput Methods Programs Biomed. 2007 Apr;86(1):1-9. Epub 2007 Jan 22.,Comput Methods Programs Biomed.  2007,PubMed,citation,PMID:17240475,pubmed,17240475,create date:2007/01/24 | first author:Tohumoglu G
A Hidden Markov model web application for analysing bacterial genomotyping DNA microarray experiments.,/pubmed/17140267,"Newton R, Hinds J, Wernisch L.",Appl Bioinformatics. 2006;5(4):211-8.,Appl Bioinformatics.  2006,PubMed,citation,PMID:17140267,pubmed,17140267,create date:2006/12/05 | first author:Newton R
A computational procedure for optimal engineering interventions using kinetic models of metabolism.,/pubmed/17137295,"Vital-Lopez FG, Armaou A, Nikolaev EV, Maranas CD.",Biotechnol Prog. 2006 Nov-Dec;22(6):1507-17.,Biotechnol Prog.  2006,PubMed,citation,PMID:17137295,pubmed,17137295,create date:2006/12/02 | first author:Vital-Lopez FG
Natural language processing and visualization in the molecular imaging domain.,/pubmed/17084109,"Tulipano PK, Tao Y, Millar WS, Zanzonico P, Kolbert K, Xu H, Yu H, Chen L, Lussier YA, Friedman C.",J Biomed Inform. 2007 Jun;40(3):270-81. Epub 2006 Sep 26.,J Biomed Inform.  2007,PubMed,citation,PMID:17084109,pubmed,17084109,create date:2006/11/07 | first author:Tulipano PK
Integration of gel-based proteome data with pProRep.,/pubmed/17032679,"Laukens K, Matthiesen R, Lemière F, Esmans E, Onckelen HV, Jensen ON, Witters E.",Bioinformatics. 2006 Nov 15;22(22):2838-40. Epub 2006 Oct 10.,Bioinformatics.  2006,PubMed,citation,PMID:17032679,pubmed,17032679,create date:2006/10/13 | first author:Laukens K
Classification of breast masses in mammograms using genetic programming and feature selection.,/pubmed/16937210,"Nandi RJ, Nandi AK, Rangayyan RM, Scutt D.",Med Biol Eng Comput. 2006 Aug;44(8):683-94. Epub 2006 Jul 21.,Med Biol Eng Comput.  2006,PubMed,citation,PMID:16937210,pubmed,16937210,create date:2006/08/29 | first author:Nandi RJ
JCell--a Java-based framework for inferring regulatory networks from time series data.,/pubmed/16782725,"Spieth C, Supper J, Streichert F, Speer N, Zell A.",Bioinformatics. 2006 Aug 15;22(16):2051-2. Epub 2006 Jun 16.,Bioinformatics.  2006,PubMed,citation,PMID:16782725,pubmed,16782725,create date:2006/06/20 | first author:Spieth C
JADE: a distributed Java application for deleterious genomic mutation (DGM) estimation.,/pubmed/16766560,"Li JL, Li MX, Guo YF, Deng HY, Deng HW.",Bioinformatics. 2006 Aug 1;22(15):1926-7. Epub 2006 Jun 9.,Bioinformatics.  2006,PubMed,citation,PMID:16766560,pubmed,16766560,create date:2006/06/13 | first author:Li JL
Automated in-silico detection of cell populations in flow cytometry readouts and its application to leukemia disease monitoring.,/pubmed/16753055,"Toedling J, Rhein P, Ratei R, Karawajew L, Spang R.",BMC Bioinformatics. 2006 Jun 5;7:282.,BMC Bioinformatics.  2006,PubMed,citation,PMID:16753055 | PMCID:PMC1501051,pubmed,16753055,create date:2006/06/07 | first author:Toedling J
WebaCGH: an interactive online tool for the analysis and display of array comparative genomic hybridisation data.,/pubmed/16722779,"Frankenberger C, Wu X, Harmon J, Church D, Gangi LM, Munroe DJ, Urzúa U.",Appl Bioinformatics. 2006;5(2):125-30.,Appl Bioinformatics.  2006,PubMed,citation,PMID:16722779,pubmed,16722779,create date:2006/05/26 | first author:Frankenberger C
Hard modeling methods for the curve resolution of data from liquid chromatography with a diode array detector and on-flow liquid chromatography with nuclear magnetic resonance spectroscopy.,/pubmed/16711734,"Wasim M, Brereton RG.",J Chem Inf Model. 2006 May-Jun;46(3):1143-53.,J Chem Inf Model.  2006,PubMed,citation,PMID:16711734,pubmed,16711734,create date:2006/05/23 | first author:Wasim M
The challenge for genetic epidemiologists: how to analyze large numbers of SNPs in relation to complex diseases.,/pubmed/16630340,"Heidema AG, Boer JM, Nagelkerke N, Mariman EC, van der A DL, Feskens EJ.",BMC Genet. 2006 Apr 21;7:23.,BMC Genet.  2006,PubMed,citation,PMID:16630340 | PMCID:PMC1479365,pubmed,16630340,create date:2006/04/25 | first author:Heidema AG
Computational intelligence for the detection and classification of malignant lesions in screening mammography.,/pubmed/16525697,"Panourgias E, Tsakonas A, Dounias G, Panagi G.",Oncol Rep. 2006;15 Spec no.:1037-41.,Oncol Rep.  2006,PubMed,citation,PMID:16525697,pubmed,16525697,create date:2006/03/10 | first author:Panourgias E
An XML-based system for synthesis of data from disparate databases.,/pubmed/16501185,"Kurc T, Janies DA, Johnson AD, Langella S, Oster S, Hastings S, Habib F, Camerlengo T, Ervin D, Catalyurek UV, Saltz JH.",J Am Med Inform Assoc. 2006 May-Jun;13(3):289-301. Epub 2006 Feb 24.,J Am Med Inform Assoc.  2006,PubMed,citation,PMID:16501185 | PMCID:PMC1513665,pubmed,16501185,create date:2006/02/28 | first author:Kurc T
HotSwap for bioinformatics: a STRAP tutorial.,/pubmed/16469097,"Gille C, Robinson PN.",BMC Bioinformatics. 2006 Feb 9;7:64.,BMC Bioinformatics.  2006,PubMed,citation,PMID:16469097 | PMCID:PMC1386713,pubmed,16469097,create date:2006/02/14 | first author:Gille C
GenoLink: a graph-based querying and browsing system for investigating the function of genes and proteins.,/pubmed/16417636,"Durand P, Labarre L, Meil A, Divo JL, Vandenbrouck Y, Viari A, Wojcik J.",BMC Bioinformatics. 2006 Jan 17;7:21.,BMC Bioinformatics.  2006,PubMed,citation,PMID:16417636 | PMCID:PMC1382257,pubmed,16417636,create date:2006/01/19 | first author:Durand P
"The Gene Set Builder: collation, curation, and distribution of sets of genes.",/pubmed/16371163,"Yusuf D, Lim JS, Wasserman WW.",BMC Bioinformatics. 2005 Dec 21;6:305.,BMC Bioinformatics.  2005,PubMed,citation,PMID:16371163 | PMCID:PMC1351202,pubmed,16371163,create date:2005/12/24 | first author:Yusuf D
Browsing isolated population data.,/pubmed/16351743,"Mancosu G, Cosso M, Marras F, Borlino CC, Ledda G, Manias T, Adamo M, Serra D, Melis P, Pirastu M.",BMC Bioinformatics. 2005 Dec 1;6 Suppl 4:S17.,BMC Bioinformatics.  2005,PubMed,citation,PMID:16351743 | PMCID:PMC1866391,pubmed,16351743,create date:2005/12/15 | first author:Mancosu G
An alternative approach for neural network evolution with a genetic algorithm: crossover by combinatorial optimization.,/pubmed/16343847,"García-Pedrajas N, Ortiz-Boyer D, Hervás-Martínez C.",Neural Netw. 2006 May;19(4):514-28. Epub 2005 Dec 15.,Neural Netw.  2006,PubMed,citation,PMID:16343847,pubmed,16343847,create date:2005/12/14 | first author:García-Pedrajas N
InterferenceAnalyzer: tools for the analysis and simulation of multi-locus genetic data.,/pubmed/16343334,"Viswanath L, Housworth EA.",BMC Bioinformatics. 2005 Dec 12;6:297.,BMC Bioinformatics.  2005,PubMed,citation,PMID:16343334 | PMCID:PMC1327689,pubmed,16343334,create date:2005/12/14 | first author:Viswanath L
A novel algorithm and web-based tool for comparing two alternative phylogenetic trees.,/pubmed/16234319,"Nye TM, Liò P, Gilks WR.",Bioinformatics. 2006 Jan 1;22(1):117-9. Epub 2005 Oct 18.,Bioinformatics.  2006,PubMed,citation,PMID:16234319,pubmed,16234319,create date:2005/10/20 | first author:Nye TM
MACiE: a database of enzyme reaction mechanisms.,/pubmed/16188925,"Holliday GL, Bartlett GJ, Almonacid DE, O'Boyle NM, Murray-Rust P, Thornton JM, Mitchell JB.",Bioinformatics. 2005 Dec 1;21(23):4315-6. Epub 2005 Sep 27.,Bioinformatics.  2005,PubMed,citation,PMID:16188925 | PMCID:PMC2748267,pubmed,16188925,create date:2005/09/29 | first author:Holliday GL
Versatile and declarative dynamic programming using pair algebras.,/pubmed/16156887,"Steffen P, Giegerich R.",BMC Bioinformatics. 2005 Sep 12;6:224. Erratum in: BMC Bioinformatics. 2006;7:214. ,BMC Bioinformatics.  2005,PubMed,citation,PMID:16156887 | PMCID:PMC1261154,pubmed,16156887,create date:2005/09/15 | first author:Steffen P
Experiments with repeating weighted boosting search for optimization in signal processing applications.,/pubmed/16128453,"Chen S, Wang X, Harris CJ.",IEEE Trans Syst Man Cybern B Cybern. 2005 Aug;35(4):682-93.,IEEE Trans Syst Man Cybern B Cybern.  2005,PubMed,citation,PMID:16128453,pubmed,16128453,create date:2005/09/01 | first author:Chen S
Computing the minimum recombinant haplotype configuration from incomplete genotype data on a pedigree by integer linear programming.,/pubmed/16108713,"Li J, Jiang T.",J Comput Biol. 2005 Jul-Aug;12(6):719-39.,J Comput Biol.  2005,PubMed,citation,PMID:16108713,pubmed,16108713,create date:2005/08/20 | first author:Li J
"Friend, an integrated analytical front-end application for bioinformatics.",/pubmed/16076889,"Abyzov A, Errami M, Leslin CM, Ilyin VA.",Bioinformatics. 2005 Sep 15;21(18):3677-8. Epub 2005 Aug 2.,Bioinformatics.  2005,PubMed,citation,PMID:16076889,pubmed,16076889,create date:2005/08/04 | first author:Abyzov A
PRIDE: the proteomics identifications database.,/pubmed/16041671,"Martens L, Hermjakob H, Jones P, Adamski M, Taylor C, States D, Gevaert K, Vandekerckhove J, Apweiler R.",Proteomics. 2005 Aug;5(13):3537-45. Erratum in: Proteomics. 2005 Oct;5(15):4046. ,Proteomics.  2005,PubMed,citation,PMID:16041671,pubmed,16041671,create date:2005/07/26 | first author:Martens L
A structured interface to the object-oriented genomics unified schema for XML-formatted data.,/pubmed/16000009,"Clark T, Jurek J, Kettler G, Preuss D.",Appl Bioinformatics. 2005;4(1):13-24.,Appl Bioinformatics.  2005,PubMed,citation,PMID:16000009,pubmed,16000009,create date:2005/07/08 | first author:Clark T
Bioinformatics visualization and integration with open standards: the Bluejay genomic browser.,/pubmed/15972014,"Turinsky AL, Ah-Seng AC, Gordon PM, Stromer JN, Taschuk ML, Xu EW, Sensen CW.",In Silico Biol. 2005;5(2):187-98.,In Silico Biol.  2005,PubMed,citation,PMID:15972014,pubmed,15972014,create date:2005/06/24 | first author:Turinsky AL
An optimization method for the identification of minimal sets of discriminating gene markers: application to cultivar identification in wheat.,/pubmed/15852505,"Gale K, Jiang H, Westcott M.",J Bioinform Comput Biol. 2005 Apr;3(2):269-79.,J Bioinform Comput Biol.  2005,PubMed,citation,PMID:15852505,pubmed,15852505,create date:2005/04/27 | first author:Gale K
Mining parasite data using genetic programming.,/pubmed/15837607,"Barrett J, Kostadinova A, Raga JA.",Trends Parasitol. 2005 May;21(5):207-9. Review.,Trends Parasitol.  2005,PubMed,citation,PMID:15837607,pubmed,15837607,create date:2005/04/20 | first author:Barrett J
"MARS: microarray analysis, retrieval, and storage system.",/pubmed/15836795,"Maurer M, Molidor R, Sturn A, Hartler J, Hackl H, Stocker G, Prokesch A, Scheideler M, Trajanoski Z.",BMC Bioinformatics. 2005 Apr 18;6:101.,BMC Bioinformatics.  2005,PubMed,citation,PMID:15836795 | PMCID:PMC1090551,pubmed,15836795,create date:2005/04/20 | first author:Maurer M
Ribosome builder: a software project to simulate the ribosome.,/pubmed/15833444,"Knight W, Hill W, Lodmell JS.",Comput Biol Chem. 2005 Apr;29(2):163-74.,Comput Biol Chem.  2005,PubMed,citation,PMID:15833444,pubmed,15833444,create date:2005/04/19 | first author:Knight W
Programmable DNA self-assemblies for nanoscale organization of ligands and proteins.,/pubmed/15826117,"Park SH, Yin P, Liu Y, Reif JH, LaBean TH, Yan H.",Nano Lett. 2005 Apr;5(4):729-33.,Nano Lett.  2005,PubMed,citation,PMID:15826117,pubmed,15826117,create date:2005/04/14 | first author:Park SH
Windows .NET Network Distributed Basic Local Alignment Search Toolkit (W.ND-BLAST).,/pubmed/15819992,"Dowd SE, Zaragoza J, Rodriguez JR, Oliver MJ, Payton PR.",BMC Bioinformatics. 2005 Apr 8;6:93.,BMC Bioinformatics.  2005,PubMed,citation,PMID:15819992 | PMCID:PMC1087835,pubmed,15819992,create date:2005/04/12 | first author:Dowd SE
Super paramagnetic clustering of protein sequences.,/pubmed/15804359,"Tetko IV, Facius A, Ruepp A, Mewes HW.",BMC Bioinformatics. 2005 Apr 1;6:82.,BMC Bioinformatics.  2005,PubMed,citation,PMID:15804359 | PMCID:PMC1084344,pubmed,15804359,create date:2005/04/05 | first author:Tetko IV
Accessing microbial diversity for bioremediation and environmental restoration.,/pubmed/15734556,"Paul D, Pandey G, Pandey J, Jain RK.",Trends Biotechnol. 2005 Mar;23(3):135-42. Review.,Trends Biotechnol.  2005,PubMed,citation,PMID:15734556,pubmed,15734556,create date:2005/03/01 | first author:Paul D
Atlas - a data warehouse for integrative bioinformatics.,/pubmed/15723693,"Shah SP, Huang Y, Xu T, Yuen MM, Ling J, Ouellette BF.",BMC Bioinformatics. 2005 Feb 21;6:34.,BMC Bioinformatics.  2005,PubMed,citation,PMID:15723693 | PMCID:PMC554782,pubmed,15723693,create date:2005/02/23 | first author:Shah SP
Feature generation using genetic programming with application to fault classification.,/pubmed/15719936,"Guo H, Jack LB, Nandi AK.",IEEE Trans Syst Man Cybern B Cybern. 2005 Feb;35(1):89-99.,IEEE Trans Syst Man Cybern B Cybern.  2005,PubMed,citation,PMID:15719936,pubmed,15719936,create date:2005/02/22 | first author:Guo H
The Molecular Biology Toolkit (MBT): a modular platform for developing molecular visualization applications.,/pubmed/15694009,"Moreland JL, Gramada A, Buzko OV, Zhang Q, Bourne PE.",BMC Bioinformatics. 2005 Feb 6;6:21.,BMC Bioinformatics.  2005,PubMed,citation,PMID:15694009 | PMCID:PMC548701,pubmed,15694009,create date:2005/02/08 | first author:Moreland JL
Critical evaluation of the JDO API for the persistence and portability requirements of complex biological databases.,/pubmed/15642112,"Srdanovic M, Schenk U, Schwieger M, Campagne F.",BMC Bioinformatics. 2005 Jan 10;6:5.,BMC Bioinformatics.  2005,PubMed,citation,PMID:15642112 | PMCID:PMC545948,pubmed,15642112,create date:2005/01/12 | first author:Srdanovic M
Identifying uniformly mutated segments within repeats.,/pubmed/15617159,"Sahinalp SC, Eichler E, Goldberg P, Berenbrink P, Friedetzky T, Ergun F.",J Bioinform Comput Biol. 2004 Dec;2(4):657-68.,J Bioinform Comput Biol.  2004,PubMed,citation,PMID:15617159,pubmed,15617159,create date:2004/12/24 | first author:Sahinalp SC
CGH-Plotter: MATLAB toolbox for CGH-data analysis.,/pubmed/15593402,"Autio R, Hautaniemi S, Kauraniemi P, Yli-Harja O, Astola J, Wolf M, Kallioniemi A.",Bioinformatics. 2003 Sep 1;19(13):1714-5.,Bioinformatics.  2003,PubMed,citation,PMID:15593402,pubmed,15593402,create date:2004/12/14 | first author:Autio R
ABC: software for interactive browsing of genomic multiple sequence alignment data.,/pubmed/15588288,"Cooper GM, Singaravelu SA, Sidow A.",BMC Bioinformatics. 2004 Dec 8;5:192.,BMC Bioinformatics.  2004,PubMed,citation,PMID:15588288 | PMCID:PMC539296,pubmed,15588288,create date:2004/12/14 | first author:Cooper GM
Memetic algorithms for the unconstrained binary quadratic programming problem.,/pubmed/15555762,"Merz P, Katayama K.",Biosystems. 2004 Dec;78(1-3):99-118.,Biosystems.  2004,PubMed,citation,PMID:15555762,pubmed,15555762,create date:2004/11/24 | first author:Merz P
"CRAVE: a database, middleware and visualization system for phenotype ontologies.",/pubmed/15550481,"Gkoutos GV, Green EC, Greenaway S, Blake A, Mallon AM, Hancock JM.",Bioinformatics. 2005 Apr 1;21(7):1257-62. Epub 2004 Nov 18.,Bioinformatics.  2005,PubMed,citation,PMID:15550481,pubmed,15550481,create date:2004/11/20 | first author:Gkoutos GV
Evolving rule-based systems in two medical domains using genetic programming.,/pubmed/15531151,"Tsakonas A, Dounias G, Jantzen J, Axer H, Bjerregaard B, von Keyserlingk DG.",Artif Intell Med. 2004 Nov;32(3):195-216.,Artif Intell Med.  2004,PubMed,citation,PMID:15531151,pubmed,15531151,create date:2004/11/09 | first author:Tsakonas A
The use of integer programming to select bulls across breeding companies with volume price discounts.,/pubmed/15377634,"McConnel MB, Galligan DT.",J Dairy Sci. 2004 Oct;87(10):3542-9.,J Dairy Sci.  2004,PubMed,citation,PMID:15377634,pubmed,15377634,create date:2004/09/21 | first author:McConnel MB
Clann: investigating phylogenetic information through supertree analyses.,/pubmed/15374874,"Creevey CJ, McInerney JO.",Bioinformatics. 2005 Feb 1;21(3):390-2. Epub 2004 Sep 16.,Bioinformatics.  2005,PubMed,citation,PMID:15374874,pubmed,15374874,create date:2004/09/18 | first author:Creevey CJ
Template learning of cellular neural network using genetic programming.,/pubmed/15372702,"Radwan E, Tazaki E.",Int J Neural Syst. 2004 Aug;14(4):247-56.,Int J Neural Syst.  2004,PubMed,citation,PMID:15372702,pubmed,15372702,create date:2004/09/17 | first author:Radwan E
HERG binding specificity and binding site structure: evidence from a fragment-based evolutionary computing SAR study.,/pubmed/15288759,"Bains W, Basman A, White C.",Prog Biophys Mol Biol. 2004 Oct;86(2):205-33. Review.,Prog Biophys Mol Biol.  2004,PubMed,citation,PMID:15288759,pubmed,15288759,create date:2004/08/04 | first author:Bains W
A model-based optimization framework for the inference on gene regulatory networks from DNA array data.,/pubmed/15247105,"Thomas R, Mehrotra S, Papoutsakis ET, Hatzimanikatis V.",Bioinformatics. 2004 Nov 22;20(17):3221-35. Epub 2004 Jul 9.,Bioinformatics.  2004,PubMed,citation,PMID:15247105,pubmed,15247105,create date:2004/07/13 | first author:Thomas R
"Onto-Tools: an ensemble of web-accessible, ontology-based tools for the functional design and interpretation of high-throughput gene expression experiments.",/pubmed/15215428,"Khatri P, Bhavsar P, Bawa G, Draghici S.",Nucleic Acids Res. 2004 Jul 1;32(Web Server issue):W449-56.,Nucleic Acids Res.  2004,PubMed,citation,PMID:15215428 | PMCID:PMC441547,pubmed,15215428,create date:2004/06/25 | first author:Khatri P
A statistical framework for the design of microarray experiments and effective detection of differential gene expression.,/pubmed/15180939,"Zhang SD, Gant TW.",Bioinformatics. 2004 Nov 1;20(16):2821-8. Epub 2004 Jun 4.,Bioinformatics.  2004,PubMed,citation,PMID:15180939,pubmed,15180939,create date:2004/06/08 | first author:Zhang SD
The otter annotation system.,/pubmed/15123593,"Searle SM, Gilbert J, Iyer V, Clamp M.",Genome Res. 2004 May;14(5):963-70.,Genome Res.  2004,PubMed,citation,PMID:15123593 | PMCID:PMC479127,pubmed,15123593,create date:2004/05/05 | first author:Searle SM
GDPC: connecting researchers with multiple integrated data sources.,/pubmed/15105279,"Casstevens TM, Buckler ES.",Bioinformatics. 2004 Nov 1;20(16):2839-40. Epub 2004 Apr 22.,Bioinformatics.  2004,PubMed,citation,PMID:15105279,pubmed,15105279,create date:2004/04/24 | first author:Casstevens TM
Pegasys: software for executing and integrating analyses of biological sequences.,/pubmed/15096276,"Shah SP, He DY, Sawkins JN, Druce JC, Quon G, Lett D, Zheng GX, Xu T, Ouellette BF.",BMC Bioinformatics. 2004 Apr 19;5:40.,BMC Bioinformatics.  2004,PubMed,citation,PMID:15096276 | PMCID:PMC406494,pubmed,15096276,create date:2004/04/21 | first author:Shah SP
Pedro: a configurable data entry tool for XML.,/pubmed/15073025,"Garwood KL, Taylor CF, Runte KJ, Brass A, Oliver SG, Paton NW.",Bioinformatics. 2004 Oct 12;20(15):2463-5. Epub 2004 Apr 8.,Bioinformatics.  2004,PubMed,citation,PMID:15073025,pubmed,15073025,create date:2004/04/10 | first author:Garwood KL
Fuzzy J-Means and VNS methods for clustering genes from microarray data.,/pubmed/14988127,"Belacel N, Cuperlović-Culf M, Laflamme M, Ouellette R.",Bioinformatics. 2004 Jul 22;20(11):1690-701. Epub 2004 Feb 26.,Bioinformatics.  2004,PubMed,citation,PMID:14988127,pubmed,14988127,create date:2004/02/28 | first author:Belacel N
TOPALi: software for automatic identification of recombinant sequences within DNA multiple alignments.,/pubmed/14988107,"Milne I, Wright F, Rowe G, Marshall DF, Husmeier D, McGuire G.",Bioinformatics. 2004 Jul 22;20(11):1806-7. Epub 2004 Feb 26.,Bioinformatics.  2004,PubMed,citation,PMID:14988107,pubmed,14988107,create date:2004/02/28 | first author:Milne I
Java-based application framework for visualization of gene regulatory region annotations.,/pubmed/14751988,"Sun H, Davuluri RV.",Bioinformatics. 2004 Mar 22;20(5):727-34. Epub 2004 Jan 29.,Bioinformatics.  2004,PubMed,citation,PMID:14751988,pubmed,14751988,create date:2004/01/31 | first author:Sun H
Application of high-throughput Fourier-transform infrared spectroscopy in toxicology studies: contribution to a study on the development of an animal model for idiosyncratic toxicity.,/pubmed/14687757,"Harrigan GG, LaPlante RH, Cosma GN, Cockerell G, Goodacre R, Maddox JF, Luyendyk JP, Ganey PE, Roth RA.",Toxicol Lett. 2004 Feb 2;146(3):197-205.,Toxicol Lett.  2004,PubMed,citation,PMID:14687757,pubmed,14687757,create date:2003/12/23 | first author:Harrigan GG
A constrained-syntax genetic programming system for discovering classification rules: application to medical data sets.,/pubmed/14684263,"Bojarczuk CC, Lopes HS, Freitas AA, Michalkiewicz EL.",Artif Intell Med. 2004 Jan;30(1):27-48. Review.,Artif Intell Med.  2004,PubMed,citation,PMID:14684263,pubmed,14684263,create date:2003/12/20 | first author:Bojarczuk CC
AnaBench: a Web/CORBA-based workbench for biomolecular sequence analysis.,/pubmed/14678565,"Badidi E, De Sousa C, Lang BF, Burger G.",BMC Bioinformatics. 2003 Dec 16;4:63.,BMC Bioinformatics.  2003,PubMed,citation,PMID:14678565 | PMCID:PMC328086,pubmed,14678565,create date:2003/12/18 | first author:Badidi E
Searching for discrimination rules in protease proteolytic cleavage activity using genetic programming with a min-max scoring function.,/pubmed/14642665,"Yang ZR, Thomson R, Hodgman TC, Dry J, Doyle AK, Narayanan A, Wu X.",Biosystems. 2003 Nov;72(1-2):159-76.,Biosystems.  2003,PubMed,citation,PMID:14642665,pubmed,14642665,create date:2003/12/04 | first author:Yang ZR
